"('P1_l ', 'Nivel de Ensino')","('P0', 'id')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d ', 'Quais das linguagens listadas abaixo você utiliza no trabalho?')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Graduação/Bacharelado,4g62ci267dpuz6zcrcuhd4g62ci2ijg4,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,"SQL, Python, Scala",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,4gn0hqh64ezrdewk4gn09pz9wub00n15,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,"SQL, Python, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,MG,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Graduação/Bacharelado,4gye7fn23s6qxqfwtwr6u4gye7fnb4jm,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área de Consultoria,MG,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,4hdgucuizy4hdgynm4q033d0nm96o3tz,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,"SQL, R, Python",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,SP,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,4hi3tstmo9vffy5qn4hi39uwmf7cw0c3,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Setor Imobiliário/ Construção Civil,BA,Analista de BI/BI Analyst,Não utilizo nenhuma das linguagens listadas,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,4hovl422mdo5glou64hovyy7we1hvjkv,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Filantropia/ONG's,MG,Analista de Dados/Data Analyst,Python,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4hvhz0j3a2k8kup9bs4hvhze2hh6z28n,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"Python, SAS/Stata, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,4hxe9qddq11fnjhc3v4hu3lk7tauaevp,Ciências Sociais,de R$ 3.001/mês a R$ 4.000/mês,Mais de 10 anos,Pleno,"SQL, Python, PHP, JavaScript, Matlab, Visual Basic/VBA, C/C++/C#",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,Feminino,Preta,Internet/Ecommerce,SP,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4i0aoa9onbkxxeb89pokib4i0aoa7pf9,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Prefiro não informar,Tecnologia/Fábrica de Software,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4im8q6lhwd1ayc4im8bkxfrczbccshbk,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,MG,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4kdhxxd3z6ppy7gpxnwu4kdhxscn5ggu,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,"Python, C/C++/C#",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,PR,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4km7q040ruicrddsl4km7hzt9957996s,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Benefícios, Reputação que a empresa tem no mercado",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Graduação/Bacharelado,4l10cjkotntlcrz5ra4l10slk0zm3n20,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor Farmaceutico,SP,Analista de Dados/Data Analyst,SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Ambiente e clima de trabalho",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Pós-graduação,4l647kvwg50gjm4yxlg4l647k5uasrl0,Outra opção,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SC,Analista de Negócios/Business Analyst,SQL,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Pós-graduação,4m4xat38raj790jyb13o1p4m4xcrttfh,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Júnior,"SQL, Visual Basic/VBA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SP,Analista de Dados/Data Analyst,SQL,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4mkenv3wf3z7yos4m6zi4hjyeo64f8pm,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Júnior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Pós-graduação,4mpvvbr0jtyskwqvitm4mpvvhulpwcdm,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Finanças ou Bancos,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Qualidade dos gestores e líderes, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,4mxzauvnflusz4ned3z4mxzauhuzhsma,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Pleno,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SP,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4n12cnvu1fpanx6mv2uu4n12cnvu8vvh,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SP,Analista de Dados/Data Analyst,SQL,"Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Estudante de Graduação,4nasythvchhdtxfxy4nasy9m21ds866i,Outras Engenharias,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Indústria,SP,Outras Engenharias (não inclui dev),Python,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,4no8j814lgi4no8nyfi41km2dk2vxv6k,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"SQL, Python, R",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,PR,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Estudante de Graduação,4nrt81komehfgg4nrt86v73kwuj24dm2,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Júnior,"SQL, R",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor Automotivo,MG,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,4o88ydtqt8ftv1fj4l4t4o88yyindds1,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor Alimentício,ES,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,4oc3bq1st6gs94ocvh73migi7tks4tis,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,Pleno,"SQL, R, Python, PHP",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Amarela,Indústria,MG,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,4p4ielrrwdx0ccgg4p4ip9iim1s6ib1c,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,R,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Indígena,Setor Público,MT,Estatístico,R,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,4pcr0hmiqownxx4pcriddxw122cjnpmt,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Área da Saúde,ES,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4qa5skdds4ix6wpzkvbma4qa5xonwhg5,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Telecomunicação,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,4qhknqx6tqj6lay54qhgd4orgc3agshv,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Varejo,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4r1w3qiaget3sc3194r1w3qrwoj700js,Outra opção,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Sênior,"SQL, Python, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,4r3p7n3wm8ry4j4r5evu0mjcgr44g5ev,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Pleno,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Outra Opção,GO,Analista de BI/BI Analyst,SQL,"Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes, Reputação que a empresa tem no mercado",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Pós-graduação,4r5z8ri2v8xmjkzz4r5z8ri4tuam1q4s,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Pleno,"SQL, R",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área de Consultoria,SP,Analista de Dados/Data Analyst,SQL,"Benefícios, Flexibilidade de trabalho remoto, Remuneração/Salário",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4r97bu81oehnpy4r97b7a38ujb9kanbq,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,MG,Analista de Negócios/Business Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4rw1elg6c9dsw0yddkr4rw1ecerlzfe9,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"SQL, R",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Área da Saúde,RJ,Cientista de Dados/Data Scientist,R,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4s9zcpz6wlky04s92pf6wxbq5z9zivqo,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Alimentício,CE,Analista de Negócios/Business Analyst,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4t7lw7g8nyt7jl5wu4t7lsmz5rn06u2s,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4tapk3bmtt0s734tapk9s786z590qr2p,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,AL,Cientista de Dados/Data Scientist,Python,"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Benefícios",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,4tmdwkzndvjs1ycaxla90v04tmdwkzgh,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,"Python, SQL, Java, .NET, C/C++/C#",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,MG,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,4ty9asyfitupmp78v7if4ty9as4kpmui,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,4vdzj32a0ztj96j1hk0m4vdzj8vpqref,Ciências Sociais,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"SQL, JavaScript",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SP,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,4wdmt9zl6szuxrii4wdmxrtsjtbmzmgn,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,PR,Analista de BI/BI Analyst,SQL,"Benefícios, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4x1wrzzlbfi139394x1wxynuc540318e,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SC,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,4x35tydich3kw9iuy4x35tyv03pdmwhz,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor de Energia,SP,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,4xtskpkscozaqs4xtsk4j7n2el836cwq,Outra opção,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,"SQL, Python, Visual Basic/VBA, SAS/Stata",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Seguros ou Previdência,SP,Analista de Dados/Data Analyst,SQL,"Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Estudante de Graduação,4yoz02gppevhi6aitidz354yoz02wjv1,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área de Consultoria,RJ,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
